"WARD16","DIV16","district","high_projection","low_projection","primary_2011","primary_2015","typical_turnout_governor","general_2018","typical_turnout_da","primary_2017"
"08","12",2,170.245730550285,74.8261251047562,107,183,351.333333333333,559,66.3333333333333,186
"08","13",2,186.312796208531,93.5482332581643,126,138,281.333333333333,416,81.3333333333333,144
"08","14",2,265.824,94.0552703835203,142,238,416.666666666667,780,80.6666666666667,248
"08","15",5,240.479321961746,58.0728095513184,97,174,316.666666666667,905,63.6666666666667,189
"08","16",5,248.730089835911,168.27247920972,260,309,405.333333333333,447,208.666666666667,287
"08","17",5,185.198521169808,91.7175380815959,125,137,336.666666666667,575,112,141
"08","18",5,348.825204842295,137.254165500345,215,270,398.333333333333,745,166.333333333333,282
"08","19",5,215.128195296407,104.89978479423,168,241,373.947643979058,552,129.249563699825,232
"08","20",2,99.9690880989181,53.3607974218723,56,89,215.666666666667,385,48,84
"08","21",2,276.274422735346,158.186922526629,223,261,375.333333333333,465,154,248
"08","22",5,96.5463255176275,49.3918988884716,62,59,203.333333333333,365,58.6666666666667,62
"08","23",5,286.270182273457,119.91542640403,197,228,396.385689354276,664,113.750436300175,225
"08","24",5,322.755753591671,96.7057742281926,178,272,491.333333333333,1027,113,311
"08","25",5,273.3900247144,99.1334099630538,164,207,383,736,114.333333333333,184
"08","26",5,270.894114931622,82.2899023467347,139,229,440.666666666667,990,64,243
"08","27",2,104.910737386805,47.7150710280522,62,79,257.666666666667,436,37.6666666666667,115
"08","28",2,294.813559322034,156.457777247864,223,271,413,546,172.666666666667,271
"08","29",5,384.324424315644,204.561936270274,316,393,530.666666666667,744,284.666666666667,377
"08","30",5,186.513909654126,67.3378483327074,93,170,311,719,68,146
"09","01",8,239.481222990674,149.206664800552,221,293,398.666666666667,498,151.666666666667,256
"09","02",8,251.260850107767,174.797342775065,257,327,433,488,205.333333333333,281
"09","03",8,292.114085791993,186.50833100069,288,339,520,608,180.666666666667,343
"09","04",8,198.477971701566,103.663932812011,170,211,363.333333333333,489,100,222
"09","05",8,213.978550295365,121.013544998122,185,221,399,532,124.666666666667,249
"09","06",8,245.829321263757,143.134300535413,219,246,449,581,142,250
"09","07",8,208.765327646925,126.218428653955,203,221,427.666666666667,507,124.333333333333,214
"09","08",8,127.791546475308,89.3505027584701,140,149,312.666666666667,329,96,151
"09","09",8,305.035098252136,180.435966735551,274,316,540,693,168.666666666667,343
"09","10",8,283.415629479515,154.845288761038,246,274,509,676,148.333333333333,292
"09","11",8,295.897353879424,174.797342775065,278,324,615.333333333333,755,189,351
"09","12",8,276.188672106295,166.990017291315,267,343,502.333333333333,599,182.666666666667,320
"09","13",8,273.920197296086,179.568486126246,261,295,427.333333333333,517,183,317
"09","14",8,182.865884408676,123.615986826039,184,234,357,409,109,226
"09","15",8,248.884317669802,150.074145409857,241,285,420,500,162.333333333333,321
"09","16",8,151.16818452881,81.5431772747203,110,182,291,461,76.6666666666667,140
"09","17",8,158.650167716251,101.061490984095,135,173,254.666666666667,345,84.3333333333333,147
"10","01",9,129.556989741768,96.0488365583321,120,211,291.666666666667,363,70.3333333333333,121
"10","02",9,172.978396635771,149.77203392354,177,251,397.666666666667,448,108,149
"10","03",9,161.494065268604,114.69356508861,148,228,328.333333333333,413,86,119
"10","04",9,130.503079501268,102.916317167638,122,198,296,365,76,120
"10","05",9,142.279051214525,106.687460518818,133,220,307.333333333333,379,81.6666666666667,165
"10","06",9,126.527169044158,103.717538081596,125,239,307.666666666667,359,81.6666666666667,139
"10","07",9,118.417987936946,105.717538081596,125,214,315,344,82.6666666666667,129
"10","08",9,118.934582848235,99.0789141211099,112,197,290,355,74.6666666666667,105
"10","09",9,127.740869551375,129.826084479304,146,208,349,352,80.3333333333333,131
"10","10",9,91.8996357221277,83.4341855908325,84,149,238.666666666667,301,54,101
"10","11",9,95.9093449831697,75.7654840675686,79,140,268.666666666667,376,48.3333333333333,81
"10","12",9,151.909039051031,118.826084479304,146,227,344.333333333333,413,76.3333333333333,129
"10","13",9,173.443679708403,134.133409963054,164,259,397,484,84,152
"10","14",9,160.418922317569,135.500890572359,166,266,409.333333333333,456,98.3333333333333,167
"10","15",9,130.34143159545,102.651278386249,126,199,292.666666666667,349,72.3333333333333,127
"10","16",9,122.345252451066,99.2837977769431,124,207,313,356,68.6666666666667,99
"10","17",9,145.85914164303,119.024863565346,143,210,297.666666666667,350,81,118
"10","18",9,126.427340268582,98.1813559490265,118,182,290.666666666667,359,68.3333333333333,117
"10","19",9,141.061767676982,105.753720214165,132,198,294.666666666667,363,79.3333333333333,126
"10","20",9,135.457852203551,113.88623960486,130,199,344.666666666667,414,76,137
"10","21",9,173.010530248687,132.796006916526,154,210,351.333333333333,455,97.6666666666667,144
"10","22",9,90.0829669305296,89.6390692466657,96,191,257,278,67.3333333333333,111
"10","23",9,134.135597461611,104.085018690901,127,217,308,375,75.3333333333333,137
"10","24",9,134.947452285092,111.819979909513,131,226,304,361,93.6666666666667,125
"10","25",9,145.676044011658,119.561045697915,150,220,343,384,90.6666666666667,127
"10","26",9,145.160545904053,116.65738295604,141,208,317.666666666667,377,85.3333333333333,124
"10","27",9,101.910796744848,90.2415110745823,102,193,294.333333333333,339,50.6666666666667,115
"10","28",9,142.177430823509,112.458603869998,144,192,284.666666666667,324,79,140
"10","29",9,173.489772506236,129.338293618887,176,262,364.333333333333,414,97.3333333333333,179
"11","01",8,51.3517539258544,52.9163171676376,68,81,149.333333333333,130,28.3333333333333,37
"11","02",8,62.9948212795967,68.0972278304845,66,122,242.666666666667,267,42.6666666666667,88
"11","03",8,72.1381591190195,76.3382936188871,72,120,204.333333333333,236,58.6666666666667,76
"11","04",8,38.2198610604491,38.6028871140963,43,47,108.333333333333,111,28.6666666666667,32
"11","05",8,83.2545869835764,60.2899023467347,70,76,147.333333333333,202,44.6666666666667,44
"11","06",8,70.2846071659104,62.8923441746513,71,84,139.333333333333,159,40.3333333333333,57
"11","07",8,70.7307930085059,66.7960069165262,69,134,218.333333333333,258,54,72
"11","08",8,104.097673116664,92.8204251956922,100,191,256.666666666667,308,62.6666666666667,95
"11","09",8,121.986530005857,115.808661342289,121,160,259,301,77,107
"11","10",8,55.6801507368204,51.6150962536793,55,91,157.666666666667,184,41,51
"11","11",8,110.489877712555,98.0253088515254,106,147,251.333333333333,302,68.3333333333333,87
"11","12",8,75.6496948203696,60.7236426513874,69,110,150.333333333333,190,37.6666666666667,52
"11","13",8,88.0695845821764,82.4106578840258,79,136,235,302,54.6666666666667,80
"11","14",8,69.3592405813103,57.2537202141653,61,106,177,232,44.3333333333333,70
"11","15",8,42.175655190566,39.9041080280546,48,93,129.333333333333,131,34.6666666666667,38
"11","16",8,113.65788297211,97.1578282422199,117,164,242,271,70.6666666666667,102
"11","17",8,82.2065447994833,80.2419563607619,84,93,158.666666666667,179,48.3333333333333,57
"11","18",8,70.5588086591409,60.2899023467347,68,107,207.333333333333,248,43,71
"11","19",8,104.090610859329,88.0492818445118,102,160,245.666666666667,289,66,86
"11","20",8,122.161681098674,98.4590491561782,114,213,283.333333333333,350,72.3333333333333,105
"12","01",8,120.3298526535,104.96515372597,124,200,295,330,63.6666666666667,120
"12","02",8,116.311112982332,104.96515372597,122,168,269.333333333333,296,63,96
"12","03",8,96.7471369392636,75.4708130095815,97,106,207,238,41.6666666666667,60
"12","04",8,92.4308380957047,65.4947860025679,82,116,167,217,35.6666666666667,54
"12","05",8,162.100006334778,123.615986826039,146,248,343,439,87.6666666666667,149
"12","06",8,107.826430240858,78.0732548374981,102,149,225.666666666667,275,49,85
"12","07",8,116.051458987687,90.6517236724284,107,201,298.333333333333,373,59,123
"12","08",8,134.423868955323,105.832634335275,130,186,324.666666666667,387,66.3333333333333,117
"12","09",8,129.100066126609,98.4590491561782,132,171,256.333333333333,289,58.3333333333333,99
"12","10",8,105.467208128605,84.5793594072896,101,168,266.666666666667,321,51.6666666666667,86
"12","11",8,159.545375680057,101.9289715934,128,190,293,421,78.6666666666667,163
"12","12",8,133.428057016861,119.278583779511,143,173,291,313,74.3333333333333,108
"12","13",8,106.240245705913,83.2781384933313,107,147,249,285,47,70
"12","14",8,140.531858707497,88.9167624538173,122,163,264.333333333333,351,51.6666666666667,84
"12","15",8,174.287721337201,112.77247920972,157,222,308.666666666667,395,67,152
"12","16",8,178.069066000228,117.977362865553,164,232,352.333333333333,441,85.3333333333333,161
"12","17",8,129.68429744347,92.8204251956922,124,188,321,387,52.3333333333333,115
"12","18",8,129.218465761137,85.0130997119424,117,139,216,275,53.3333333333333,80
"12","19",8,105.135191453375,69.8321890490955,95,115,200.666666666667,256,45.6666666666667,72
"12","20",8,128.832808288422,89.7842430631228,133,154,254.333333333333,284,57.6666666666667,100
"12","21",8,110.464286804479,88.9167624538173,111,128,208.333333333333,239,52.3333333333333,86
"12","22",8,169.62801160322,98.0253088515254,142,213,305,420,90.3333333333333,178
"12","23",8,238.177351724677,153.110327542427,218,249,370,466,115.666666666667,208
"12","24",8,123.066582440145,85.4468400165952,112,124,210,266,41,84
"13","01",8,148.372656111863,115.374921037636,149,177,311,357,70,121
"13","02",8,124.677351350327,89.3505027584701,113,153,217,276,52,105
"13","03",8,110.693878329451,76.3382936188871,94,150,207,281,59,98
"13","04",8,160.213306726913,104.531413421317,151,213,337.666666666667,413,76.6666666666667,177
"13","05",8,150.792060396869,99.3265297654837,142,197,290,355,85,146
"13","06",8,91.7206030965351,79.3744757514564,88,159,266.333333333333,320,52.3333333333333,113
"13","07",8,65.9888727843897,59.4224217374291,60,118,191.666666666667,243,41.3333333333333,58
"13","08",8,87.3020112710176,75.9045533142343,79,119,205.666666666667,262,45,65
"13","09",8,123.463896069862,94.5553864143033,117,140,231,281,63,87
"13","10",8,118.095487884692,96.7240879375671,129,131,235,248,67.3333333333333,96
"13","11",8,92.003716862851,59.4224217374291,81,129,199.333333333333,261,40,51
"13","12",8,108.661955707164,78.5069951421509,92,153,216.666666666667,295,40.6666666666667,66
"13","13",8,100.326018293597,71.1334099630539,95,150,230,280,49,81
"13","14",8,133.429542548366,102.796452202706,146,201,299,315,83,121
"13","15",8,101.643706575285,75.9045533142343,93,142,210.333333333333,265,37.6666666666667,64
"13","16",8,99.5602745406136,74.603332400276,90,143,231.333333333333,295,45.6666666666667,84
"13","17",8,120.310046207221,79.8082160561092,106,168,258.333333333333,338,46.6666666666667,76
"13","18",8,185.900411518578,139.664378098191,192,210,338.666666666667,378,107.333333333333,131
"13","19",8,139.638732784548,91.0854639770811,121,174,259.333333333333,345,58.6666666666667,103
"13","20",8,112.905937764997,92.3866848910394,110,158,238.333333333333,282,61,78
"13","21",8,98.9119956735831,75.9045533142343,103,126,180.666666666667,200,52,76
"13","22",8,144.128814413484,117.5436225609,136,195,332.333333333333,406,84.3333333333333,114
"13","23",8,64.5605761156234,59.4224217374291,63,115,182,215,46.6666666666667,86
"13","24",8,71.2935290474817,59.4224217374291,67,97,142.666666666667,175,43.3333333333333,68
"13","25",8,76.9458812521253,61.591123260693,67,102,164.666666666667,218,36.3333333333333,64
"14","01",5,227.214561509952,72.5427319885406,105,158,243.333333333333,607,49.6666666666667,177
"14","02",5,103.666481227432,114.777693207152,109,170,283.666666666667,311,68,96
"14","03",5,128.493399439611,100.548836558332,120,167,250.333333333333,309,69.6666666666667,106
"14","04",5,160.15100503382,138.862266611873,153,220,361.333333333333,436,95,141
"14","05",5,76.7022714969173,43.6569376698605,58,91,143,218,37.3333333333333,69
"14","06",5,73.2601886315929,49.6931198024299,65,99,179.333333333333,233,30,58
"14","07",5,73.2327130375732,41.2170927954162,42,71,133.333333333333,268,37,58
"14","08",5,22.1207555372911,9.87358517909705,17,36,53.3333333333333,80,7,11
"14","09",5,95.8574002721458,42.663042239652,73,112,182.333333333333,276,31.6666666666667,56
"14","10",5,143.694147864756,105.211433511804,110,155,255.666666666667,385,64,127
"14","11",5,78.8252351957063,81.6691468094435,88,136,235.333333333333,243,59,92
"15","01",5,234.255632776585,125.976917579373,189,263,435.333333333333,622,130.333333333333,245
"15","02",5,217.016465408604,106.037072704929,173,233,389.333333333333,563,120.333333333333,255
"15","03",5,148.288721330317,68.7415110745823,102,175,361,605,60,226
"15","04",5,128.198688696546,71.2776932071516,109,140,267,362,58.6666666666667,135
"15","05",5,171.444543090732,92.6273053932623,149,211,337,447,97,202
"15","06",5,298.450243669585,186.019649567914,294,432,564,660,276.666666666667,412
"15","07",5,234.250672372683,95.2114335118044,110,141,280.666666666667,689,62.3333333333333,158
"15","08",5,166.150739526931,78.3500574722904,123,174,297.333333333333,463,79,177
"15","09",5,219.799517816762,103.073254837498,180,244,357.333333333333,503,112,212
"15","10",5,194.410584513863,93.3801350350682,115,174,286.333333333333,558,66.3333333333333,154
"15","11",5,111.551580574401,65.7293019349993,72,144,243,434,49.6666666666667,128
"15","12",5,223.114157139888,109.934630877012,167,199,311.666666666667,480,106,195
"15","13",5,149.479071805328,82.8500574722904,123,178,287.666666666667,403,85.3333333333333,170
"15","14",5,200.16327601861,95.0671502677066,165,202,339.666666666667,475,122,220
"15","15",5,132.934006713306,60.0728095513184,97,137,244.333333333333,386,51.3333333333333,138
"15","16",5,199.813393995604,103.067150267707,165,209,365.333333333333,510,99.6666666666667,215
"15","17",5,169.768166948029,85.7899023467347,139,189,353,497,94.6666666666667,197
"15","18",5,183.087672894367,99.5309681351372,158,214,405,541,110,209
"15","19",5,178.203102445327,96.1273053932623,149,190,338,466,110.666666666667,208
"16","01",5,77.4134808529559,60.2293019349992,72,101,142,176,38.6666666666667,53
"16","02",5,82.4329009765721,64.4943407163882,68,105,156,218,47,64
"16","03",5,71.5165992393946,78.7955616303465,71,129,231.666666666667,269,49,47
"16","04",5,66.3402120201114,64.2293019349993,72,103,177,188,50.6666666666667,51
"16","05",5,80.5563996716053,65.801666200138,86,97,196.333333333333,212,45.3333333333333,42
"16","06",5,63.1525883574429,60.4642631536103,76,104,190,182,34,46
"16","07",5,109.963994332391,96.4463947304155,114,134,220.333333333333,245,60.6666666666667,70
"16","08",5,75.9100636266346,76.5667049815269,82,121,183.666666666667,196,53.6666666666667,73
"16","09",5,90.4245263699912,91.940290160624,99,113,189,199,55.3333333333333,65
"16","10",5,53.174216808242,51.4219764512494,54,63,135.666666666667,154,24.6666666666667,38
"16","11",5,76.4052624989591,74.7654840675686,79,73,185.666666666667,207,43,34
"16","12",5,56.5070094010619,70.8256391931243,63,111,196.333333333333,203,47,38
"16","13",5,84.9965447384824,72.801666200138,86,104,174.666666666667,199,52,57
"16","14",5,41.4944891451147,34.2532749279856,49,61,126,123,29.6666666666667,22
"16","15",5,59.3380557742816,36.9882361465967,53,79,145.666666666667,188,25.3333333333333,34
"16","16",5,50.6527030600615,35.8857943186801,47,87,141.666666666667,176,20.3333333333333,35
"16","17",5,131.656091855529,100.283797776943,124,171,259,317,77.3333333333333,100
"16","18",5,116.633027645862,116.151278386249,126,186,278.333333333333,297,78,102
"17","01",8,112.086715236777,92.3866848910394,114,169,267.333333333333,303,54.6666666666667,99
"17","02",8,87.6622520342062,75.9045533142343,87,161,260,302,61.6666666666667,109
"17","03",8,112.913762696577,101.9289715934,111,213,307,360,81,106
"17","04",8,204.083588431996,160.917653026177,200,220,346,407,120,141
"17","05",8,113.680496296095,101.495231288748,114,174,249.666666666667,287,66.6666666666667,99
"17","06",8,122.734798848189,112.338738905067,137,182,295.333333333333,305,81.3333333333333,121
"17","07",8,110.852947648703,99.3265297654837,121,212,344.666666666667,364,54.6666666666667,114
"17","08",8,134.193653610474,101.495231288748,139,191,268.666666666667,299,73,116
"17","09",8,120.513651495925,80.2419563607619,108,164,231.666666666667,298,72.3333333333333,97
"17","10",8,151.033261294794,114.507440428331,134,213,284,369,92.6666666666667,104
"17","11",8,107.220603310164,90.6517236724284,103,161,253.333333333333,304,67.3333333333333,94
"17","12",8,134.545641477462,109.302556772497,123,226,288.666666666667,364,73,123
"17","13",8,135.800736282182,97.1578282422199,135,162,267.333333333333,310,68.6666666666667,116
"17","14",8,142.252116864933,120.146064388817,129,204,314.666666666667,400,81,128
"17","15",8,120.036308723093,99.3265297654837,114,175,246.333333333333,299,73,113
"17","16",8,83.5958513197197,68.0972278304845,84,119,185.666666666667,213,45.6666666666667,68
"17","17",8,91.313748347951,77.2057742281926,96,149,228,250,67,89
"17","18",8,119.493427107984,94.5553864143033,119,142,249.666666666667,289,69.6666666666667,98
"17","19",8,104.860396908835,96.2903476329143,116,163,245.666666666667,256,76,111
"17","20",8,152.550199334432,101.061490984095,142,208,302,374,76,136
"17","21",8,152.996459847217,113.639959819025,152,212,332.666666666667,386,75.3333333333333,108
"17","22",8,120.47056639452,90.2179833677756,109,156,270,344,61,91
"17","23",8,131.695053223547,62.4586038699985,79,73,166,319,45,48
"17","24",8,118.557119022517,93.254165500345,125,216,335.666666666667,367,53.3333333333333,111
"17","25",8,92.520604708605,67.6634875258317,88,147,217,263,37.6666666666667,71
"17","26",8,56.7643721781468,43.3740304652767,58,62,117,132,37.3333333333333,32
"17","27",8,90.5893735036345,76.3382936188871,94,139,213.333333333333,237,58.6666666666667,84
"17","28",8,94.1683566039977,69.8321890490955,84,122,195,252,39,93
"17","29",8,114.392415375163,83.2781384933313,104,167,241.333333333333,306,49,98
"18","01",5,132.576386630127,104.946394730415,114,219,351.333333333333,471,94.6666666666667,262
"18","02",5,244.90397989852,84.4886814327764,136,184,360.333333333333,748,72.6666666666667,243
"18","03",7,60.4067796610169,62,44,65,118,162,30.3333333333333,44
"18","04",5,124.485223468966,65.8679258954852,85,150,247,417,71,177
"18","05",1,175.414937759336,64.0969798259922,89,141,241,475,44.6666666666667,145
"18","06",5,145.777405516891,46.5305228489576,75,117,213.333333333333,478,37.6666666666667,158
"18","07",5,136.373387692653,58.5366274187491,90,155,255.333333333333,446,71,189
"18","08",7,51.2195121951219,42.5,49,71,95.6666666666667,100,16.6666666666667,22
"18","09",5,104.954172958763,66.7293019349993,72,188,316,531,54.3333333333333,178
"18","10",5,181.377866295975,58.8439529024989,108,187,260.333333333333,504,61,184
"18","11",5,142.716707174066,53.1028871140963,89,157,259.666666666667,480,62,184
"18","12",5,129.139692487754,58.6691468094435,88,162,284.333333333333,481,63.3333333333333,205
"18","13",7,116.852459016393,62.5,72,79,142.333333333333,231,30,43
"18","14",7,162.617647058824,62,76,117,181.333333333333,388,23,90
"18","15",7,124.79176201373,60.5,61,88,145.666666666667,298,28.3333333333333,86
"18","16",7,179.485420240137,67,80,95,194.333333333333,436,30.3333333333333,98
"18","17",7,205.762331838565,86,115,168,297.333333333333,532,42.6666666666667,155
"18","18",NA,NA,NA,NA,NA,NA,556,NA,NA
"19","01",7,50.255079006772,77.5,41,94,147.666666666667,181,18.6666666666667,35
"19","02",7,58.6924778761062,54.5,37,110,150.666666666667,239,22.3333333333333,27
"19","03",7,46.510067114094,53,30,58,99.3333333333333,154,14.6666666666667,15
"19","04",7,27.0909090909091,25,18,46,99,149,11,16
"19","05",7,70.8364116094987,67,57,71,126.333333333333,157,22.6666666666667,16
"19","06",7,15.139751552795,52.5,13,61,107.333333333333,125,25.3333333333333,17
"19","07",7,70.6435406698564,80.5,51,77,139.333333333333,193,46,27
"19","08",7,59.0625,56.5,45,70,144,189,27.3333333333333,29
"19","09",7,56.2314049586777,66,48,85,161.333333333333,189,22,35
"19","10",7,101.070422535211,102,69,138,213,312,40,53
"19","11",7,64.0747252747253,63,43,103,151.666666666667,226,24.3333333333333,30
"19","12",7,96.9385474860335,81.5,72,123,179,241,48.6666666666667,60
"19","13",7,53.546218487395,78.5,48,112,158.666666666667,177,37,54
"19","14",7,42.3837209302326,29,27,28,57.3333333333333,90,10.6666666666667,16
"19","15",7,41.8120104438642,59,34,95,127.666666666667,157,31.3333333333333,38
"19","16",7,88.6322188449848,107.5,81,156,219.333333333333,240,44.6666666666667,40
"19","17",7,44.0792079207921,47.5,28,65,101,159,20,30
"19","18",7,43.0808823529412,61,31,102,136,189,30.3333333333333,45
"19","19",7,32.3679775280899,51,23,66,118.666666666667,167,18.6666666666667,17
"20","01",5,83.945662567043,40.8857943186801,47,94,192.333333333333,396,21,57
"20","02",5,75.934030810667,44.2532749279856,49,69,103,184,20.3333333333333,34
"20","03",5,133.013487684391,58.0687061092283,64,183,234.1568839275,561,47.0501740487337,121
"20","04",5,118.55342420767,89.2415110745823,102,159,256,343,46.3333333333333,81
"20","05",5,38.8357958950513,41.4158718814579,39,49,103.666666666667,119,18.3333333333333,24
"20","06",5,172.153667865171,163.109436970067,187,265,364.666666666667,387,122.666666666667,183
"20","07",5,148.339184191246,82.2354065047908,87,138,299.666666666667,589,51,83
"20","08",5,58.4939463977818,34.7170927954162,42,42,85.3333333333333,137,23.6666666666667,24
"20","09",5,50.7556977618518,31.012209139583,30,46,161,314,15.3333333333333,36
"20","10",5,76.5713876452043,82.163042239652,73,117,218.333333333333,264,36.6666666666667,54
"20","11",5,171.114602819822,77.3898977607702,80,12,148.8431160725,367,35.9498259512664,22
"21","01",4,154.935521525783,76.7641758869197,89.8075072184793,130.30510105871,319.39621430863,478,56.6329804299005,131
"21","02",4,163.4042288432,70.3185746697368,81,108,276,483,48,124
"21","03",4,142.597355147412,84.1517368998489,90,112,227,312,73.6666666666667,111
"21","04",4,102.668000926614,35.7356690944564,35,51,149.333333333333,380,34.6666666666667,56
"21","05",4,277.757064771279,149.859257492882,171,242,456.333333333333,643,96,195
"21","06",4,123.127834822521,47.8396860458045,49,71,181.666666666667,396,37.6666666666667,79
"21","07",4,122.104258915798,48.9924495649805,54,76,216.666666666667,425,36,69
"21","08",4,84.8908617444971,38.0411961328084,39,65,170,321,37,59
"21","09",4,170.60900083805,67.4366658717967,74,98,237,474,41,116
"21","10",4,158.616912830941,68.0130476313848,81,87,183.666666666667,312,39.3333333333333,81
"21","11",4,211.051090512248,93.373845053257,96,113,229.666666666667,438,56,122
"21","12",4,121.836486418175,51.8743583629206,60,107,202.666666666667,357,35.6666666666667,102
"21","13",4,167.899770022805,78.9643010635569,91,119,243.666666666667,390,50,99
"21","14",4,230.708178595553,141.78991285865,148,229,375.666666666667,508,98,190
"21","15",4,157.468605145904,56.3800105779098,64.1924927815207,104.69489894129,211.937119024703,451,37.7003529034328,143
"21","16",4,124.263601629072,61.0964665163287,74,103,196.333333333333,286,33.3333333333333,75
"21","17",4,208.856047599283,82.9989733806729,114,157,280,445,62.6666666666667,137
"21","18",4,137.648744052809,73.2004834676768,83,122,236.333333333333,340,53,112
"21","19",4,146.293154519891,74.9296287464408,84,117,231.666666666667,350,48.3333333333333,93
"21","20",4,134.766316237742,70.3185746697368,71,104,204.666666666667,337,46.3333333333333,112
"21","21",4,157.960704402331,76.6587740252048,93,120,263.333333333333,388,55.6666666666667,96
"21","22",4,247.359069373639,123.922078311421,139,206,423,653,82,173
"21","23",4,300.745063521088,137.178858781946,161,223,411,666,108,195
"21","24",4,390.349326432148,239.774811988611,273,386,579.666666666667,719,180.333333333333,354
"21","25",4,187.639695449909,104.901480245017,114,166,325.666666666667,465,70,136
"21","26",4,182.201003535957,85.8808821786129,107,147,262.666666666667,388,54.3333333333333,115
"21","27",4,175.786324713647,85.8808821786129,106,125,285,410,52.6666666666667,113
"21","28",4,208.675158385644,130.262277666889,151,187,338.666666666667,406,87,155
"21","29",4,236.924498868522,109.512534321721,135,175,401.333333333333,611,78.3333333333333,135
"21","30",4,226.516480715146,116.429115436777,136,229,371.666666666667,537,78.6666666666667,160
"21","31",4,174.093237841347,95.1029903320211,114,185,311,412,68.6666666666667,130
"21","32",4,153.483926290291,92.797463293669,105,191,291,369,65.3333333333333,101
"21","33",4,369.605860270576,202.30999761539,256,342,545.333333333333,683,148.333333333333,234
"21","34",4,379.281247081242,221.906977441382,261,362,557.666666666667,703,184,261
"21","35",4,197.933765737037,103.748716725841,114,163,324,488,76.6666666666667,141
"21","36",4,107.859514935733,45.5341590074525,57,88,176.666666666667,290,35.6666666666667,67
"21","37",4,145.206592968293,69.1658111505608,87,122,249.333333333333,361,44,94
"21","38",4,246.000640896695,127.380368868949,162,203,339.333333333333,447,89.6666666666667,134
"21","39",4,267.874506192886,121.616551273069,153,231,399,606,88,164
"21","40",4,215.327053303446,106.630625523781,128,201,368.666666666667,538,72,142
"21","41",4,221.59369470984,126.227605349773,151,216,394.333333333333,502,93,148
"21","42",4,167.392483394045,100.290426168313,118,158,287.666666666667,354,64,98
"21","43",4,135.931817205439,91.644699774493,104,151,269,305,57.6666666666667,96
"21","44",4,190.63062341423,112.970824879249,129,211,339.333333333333,435,86.6666666666667,127
"21","45",4,269.298988334109,197.698943538686,212,274,412,454,167.666666666667,199
"22","01",8,337.511440160119,201.255501358884,325,401,559.666666666667,670,214.666666666667,420
"22","02",8,301.564802324509,193.881916179787,286,365,490.333333333333,596,208.333333333333,382
"22","03",8,164.928743707284,93.6879058049977,138,244,323,445,112,195
"22","04",8,182.373311266802,123.615986826039,184,236,334.333333333333,382,120,220
"22","05",8,196.924703494661,125.784688349303,173,266,394,517,120.333333333333,260
"22","06",8,294.97440950528,177.833524907635,259,324,494.333333333333,649,162.333333333333,284
"22","07",8,260.86876883036,160.483912721524,224,279,400,537,123.333333333333,253
"22","08",8,169.498309718097,110.603777686456,143,204,265.666666666667,363,75.6666666666667,198
"22","09",8,139.770168416399,87.615541539859,108,179,246,367,70.3333333333333,136
"22","10",8,152.929317808989,82.8443981886786,119,213,296.333333333333,439,71,213
"22","11",8,109.310664067911,75.9045533142343,97,146,214,278,69.6666666666667,116
"22","12",8,114.339956548316,85.4468400165952,100,180,269.333333333333,355,56.3333333333333,111
"22","13",8,149.640405105205,109.73629707715,138,222,304,380,74.6666666666667,134
"22","14",8,185.295848542942,124.483467435344,172,237,348.666666666667,433,89,155
"22","15",8,181.96918827758,125.35094804465,164,216,301,385,79,137
"22","16",8,147.984153517168,79.8082160561092,113,190,259,391,71.6666666666667,150
"22","17",8,193.208392014078,138.796897488886,187,238,312.333333333333,372,123.333333333333,212
"22","18",8,184.043740801948,133.592013833052,177,220,293.666666666667,352,111.666666666667,181
"22","19",8,158.8441627893,117.5436225609,154,233,328,390,79.3333333333333,141
"22","20",8,125.92460457661,88.9167624538173,120,162,248,300,74,121
"22","21",8,148.180110729882,113.206219514372,142,192,272.666666666667,328,78,139
"22","22",8,131.13640613945,106.266374639928,125,182,299.333333333333,362,74.6666666666667,121
"22","23",8,200.016642248384,130.12209139583,189,230,310.666666666667,379,115,226
"22","24",8,235.692844792447,162.652614244788,210,275,371,480,152.333333333333,241
"22","25",8,125.615522863869,81.1094369700675,119,174,213.666666666667,260,82.6666666666667,138
"22","26",8,209.578075392456,141.399339316802,187,226,298,385,108,143
"22","27",8,191.81762634977,163.086354549441,211,263,368.333333333333,386,119.666666666667,200
"22","28",8,164.451693595391,130.12209139583,169,212,306.666666666667,344,95.6666666666667,151
"22","29",8,189.490597362551,140.098118402844,186,262,359.333333333333,422,118.333333333333,185
"23","01",7,52.8,34.5,44,67,116.666666666667,140,25.3333333333333,22
"23","02",7,82.96,49.5,61,86,150,204,49.6666666666667,35
"23","03",7,50.04,35.5,45,52,125,139,30,24
"23","04",7,123.28530259366,72.5,92,128,231.333333333333,310,43.6666666666667,74
"23","05",7,99.5951903807615,59,66,72,166.333333333333,251,43,40
"23","06",7,101.253940455342,57,73,85,190.333333333333,264,40.3333333333333,50
"23","07",7,107.753346080306,55.5,65,117,174.333333333333,289,37,51
"23","08",7,114.571627260083,71.5,81,139,239.666666666667,339,52.6666666666667,63
"23","09",7,157.446172248804,94,125,164,278.666666666667,351,66,97
"23","10",7,250.354838709677,160,199,259,403,507,100,118
"23","11",7,77.9786096256684,36.5,46,113,187,317,25.6666666666667,50
"23","12",7,70.6213425129088,39.5,47,89,193.666666666667,291,21.3333333333333,29
